customer_id,customer_name,reg_date
773,Nitesh Saraf,2023-12-22
774,Garima Jha,2026-06-04
775,Alka Manda,2024-05-23
776,Chandran Ramaswamy,2025-03-20
777,Mitesh Bhagat,2024-08-01
778,Gagan Menon,2025-12-21
779,Ryan Chatterjee,2023-07-31
780,Bishakha Bumb,2024-12-03
781,Darika Rao,2024-11-30
782,Gavin Ram,2024-01-21
783,Kala Grover,2024-11-02
784,Ria Shroff,2024-04-16
785,David Dora,2025-10-04
786,Frederick Padmanabhan,2025-12-04
787,Utkarsh Bhat,2026-01-09
788,Vaishnavi Keer,2024-12-05
789,Megha Banerjee,2025-01-03
790,Jai Sen,2024-01-08
791,Siddharth Hans,2023-11-18
792,Farhan Saran,2024-02-09
793,Aarna Nagarajan,2026-03-27
794,Gagan Rama,2025-03-03
795,Anya Venkatesh,2024-11-16
796,Oni Chowdhury,2024-09-29
797,Harish Cherian,2025-03-10
798,Bhavika Wason,2026-02-21
799,Aishani Rajagopal,2025-06-19
800,Baljiwan Gera,2024-04-29
801,Neelima Barad,2024-09-08
802,Wazir Bawa,2025-09-27
803,Kashish Bahri,2024-07-07
804,Deepa Mand,2026-01-11
805,Vedant Desai,2024-05-27
806,Ekani Luthra,2025-09-08
807,Raghav Sathe,2024-02-19
808,Vedhika Varty,2026-02-07
809,Yutika Dutt,2023-09-12
810,Krishna Viswanathan,2026-02-20
811,Oscar Hans,2026-02-16
812,Dalbir Krish,2023-08-08
813,Jalsa Issac,2024-04-28
814,Yashasvi Ranganathan,2025-05-29
815,Azaan Khurana,2024-08-14
816,Peter Som,2025-04-06
817,Hemangini Gade,2026-01-06
818,Gautam Mane,2023-08-02
819,Nicholas Kala,2026-01-27
820,Samuel Luthra,2025-06-16
821,Aditya Som,2026-03-28
822,Abhiram Kapur,2024-04-04
823,Anvi Sampath,2026-03-10
824,Tripti Krishnan,2024-02-27
825,Mekhala Chaudry,2023-07-11
826,Barkha Misra,2025-07-22
827,Devansh Nayar,2026-06-20
828,Aradhana Lal,2025-06-21
829,Raghav Doctor,2025-01-19
830,Dakshesh Raval,2025-06-25
831,Atharv Tank,2026-06-30
832,Omya Ravel,2024-08-31
833,Ranveer Oza,2025-09-06
834,Vamakshi Parmer,2025-01-09
835,Pratyush Memon,2023-10-17
836,Aarna Goswami,2026-05-05
837,Gaurav Kapadia,2024-07-26
838,Osha Narula,2024-08-13
839,Ubika Dalal,2024-11-29
840,Urmi Hayer,2025-01-01
841,Chanchal Sachdev,2023-08-31
842,Laksh Iyer,2024-07-12
843,Luke Mutti,2026-02-02
844,Faris Sura,2024-07-01
845,Dhriti Bhardwaj,2023-07-08
846,Shaurya Ganguly,2025-03-25
847,Vrishti Chakrabarti,2023-11-21
848,Pushti Raval,2024-10-15
849,Leela Agrawal,2023-08-13
850,Kashvi Atwal,2026-03-06
851,Andrew Agrawal,2025-05-19
852,Upkaar Padmanabhan,2024-06-09
853,Leela Thakur,2025-04-08
854,Dhruv Bath,2024-05-24
855,Tamanna Venkatesh,2025-04-16
856,Radha Desai,2024-07-12
857,Jagrati Guha,2023-12-30
858,Anirudh Kari,2024-03-04
859,Siddharth Bains,2025-04-09
860,Jatin Peri,2025-08-20
861,Keya Kumer,2025-10-25
862,Chanakya Chokshi,2025-06-18
863,Chanakya D’Alia,2024-10-01
864,Jatin Krishnan,2024-12-03
865,Samesh Andra,2024-05-28
866,Zinal Madan,2025-05-15
867,Omya Cheema,2025-01-13
868,Barkha Comar,2025-11-09
869,Rushil Iyengar,2025-11-01
870,Ishita Rout,2024-05-21
871,Watika Johal,2025-07-26
872,Ganga Keer,2023-07-06
873,Indrajit Tak,2023-12-13
874,Yasti Borde,2025-09-03
875,Aahana Kashyap,2024-11-14
876,Aishani Shetty,2023-08-26
877,Balveer Mannan,2024-07-31
878,Pooja D’Alia,2023-10-15
879,Aditya Devi,2025-06-29
880,Falguni Parmar,2026-03-09
881,Girik Pradhan,2025-12-12
882,Ishaan Rattan,2024-09-13
883,Anita Rajan,2025-07-28
884,Oviya Ganesan,2023-11-03
885,Nathaniel Chawla,2024-09-30
886,Raksha Golla,2025-05-03
887,Ayush De,2024-12-13
888,Isaiah Sabharwal,2024-10-27
889,Advika Murthy,2023-07-16
890,Hamsini Venkataraman,2025-01-26
891,Rachita Kothari,2024-12-12
892,Manthan Bhagat,2023-07-15
893,Yashasvi Singh,2026-01-21
894,Falan Swamy,2024-06-18
895,Arunima Bedi,2025-01-08
896,Neha Keer,2023-09-27
897,Sara Chakrabarti,2026-01-26
898,Diya Dani,2026-06-11
899,Harshil Raval,2024-09-26
900,Gavin Modi,2026-03-04
901,Tanmayi Om,2024-08-04
902,Udant Sha,2024-06-30
903,Januja Sethi,2023-11-04
904,Aarnav Om,2024-07-26
905,Kashvi Cherian,2023-08-22
906,Waida Dey,2025-12-19
907,Hredhaan Kumar,2025-05-02
908,Jai Ramaswamy,2024-02-24
909,Hamsini Chokshi,2025-10-09
910,Jatin Seshadri,2024-11-15
911,Wishi Agrawal,2025-02-03
912,Rachita Subramanian,2026-04-11
913,Oscar Dave,2023-10-24
914,Yamini Rajagopalan,2024-10-03
915,Anusha Rao,2026-05-24
916,Sneha Deol,2023-12-01
917,Dipta Kalla,2024-02-08
918,Hemani Deo,2026-06-12
919,Yahvi Naidu,2025-08-19
920,Varsha Sahni,2025-07-10
921,Pahal Arya,2025-01-25
922,Lakshmi Dhillon,2023-08-30
923,Ryan Loke,2025-10-02
924,Bhavini Krishna,2023-12-10
925,Chakrika Jani,2025-10-05
926,Jagrati Sethi,2023-10-23
927,Lopa Khanna,2025-01-12
928,Champak Raj,2024-08-30
929,Chatura Arya,2025-09-25
930,Saanvi Kar,2026-03-27
931,Ronith Hari,2024-05-20
932,Falan Grover,2026-05-22
933,Krishna Baria,2024-10-14
934,Kalpit Dyal,2025-04-03
935,Abdul Narayanan,2024-11-25
936,Balveer Dube,2026-04-15
937,Charvi Swaminathan,2025-11-14
938,Elijah Nadkarni,2025-01-28
939,Ekansh Tiwari,2023-12-24
940,George Palla,2024-03-01
941,Garima Narula,2024-08-01
942,Vaishnavi Andra,2023-11-05
943,Sanaya Khosla,2026-03-20
944,Balveer Nagi,2024-08-23
945,Libni Kunda,2025-02-14
946,Aryan Varughese,2025-12-20
947,Yoshita Trivedi,2024-11-02
948,Chaman Hans,2024-06-18
949,Gopal Ganesh,2026-06-01
950,Dominic Kade,2025-07-06
951,Panini Chawla,2024-02-13
952,Ekbal Dube,2023-07-29
953,Baljiwan Chahal,2023-09-21
954,Zayan Bobal,2025-03-24
955,Aarna Reddy,2024-08-31
956,Rachita Mutti,2023-07-21
957,Abeer Bhatnagar,2025-10-08
958,Elijah Parmar,2026-04-15
959,Bimala Mitra,2025-04-27
960,Raksha Raj,2024-09-08
961,Urvi Dugar,2025-02-06
962,Mahika Merchant,2026-05-20
963,Chanchal Prakash,2026-05-17
964,Lohit Dasgupta,2023-08-17
965,Frederick Mody,2024-02-18
966,Siddharth Sachar,2026-03-21
967,Naveen Gour,2024-02-29
968,Rishi Contractor,2024-01-17
969,Triya Bora,2024-05-16
970,Zashil Chaudhari,2024-02-04
971,Ganga Parikh,2023-11-20
972,Harish Mane,2025-05-11
973,Eesha Sunder,2024-11-07
974,Michael Patla,2025-12-04
975,Om Agrawal,2024-06-10
976,Rajata Malhotra,2026-01-08
977,Garima Srinivasan,2024-11-21
978,Dalaja Sur,2025-02-26
979,Finn Mand,2026-01-29
980,Ronith Lall,2025-09-13
981,Faqid Bahl,2026-01-19
982,Nidhi Kala,2026-03-22
983,Urmi Dixit,2024-08-06
984,Bina Desai,2024-11-23
985,Mekhala Patla,2025-01-03
986,Noah Varkey,2023-12-03
987,Praneel Dhingra,2025-09-16
988,Jagrati Baria,2024-02-27
989,Vincent Bhatnagar,2024-04-17
990,Brijesh Jhaveri,2025-01-20
991,Lipika Singh,2026-04-04
992,Balveer Naik,2023-10-24
993,Adya Ghosh,2024-08-18
994,Jasmit Brahmbhatt,2025-01-19
995,Udant Varty,2024-09-19
996,Vidhi Subramaniam,2026-03-01
997,Yachana Dewan,2024-10-27
998,Faraj Varkey,2025-06-07
999,Mason Grover,2023-12-22
1000,Victor Sachdeva,2025-12-08
